ZlK9425482,William Aames,1960
ZlK9425483,George Abbott,1887
ZlK9425484,Philip Abbott,1923
ZlK9425485,Joss Ackland,1928
ZlK9425486,Rodolfo Acosta,1920
ZlK9425487,Jean Adair,1872
ZlK9425488,Ronald Adam,1896
ZlK9425489,Brooke Adams,1949
ZlK9425490,Dorothy Adams,1915
ZlK9425491,Jane Adams,1921
ZlK9425492,Betty May (Julia) Adams,1926
ZlK9425493,Nicholas Adamschock,1931
ZlK9425494,Tome Adams,1938
ZlK9425495,Wesley Addy,1912
ZlK9425496,Jay Adler,1899
ZlK9425497,Jeanne de la Font\`e,1898
ZlK9425498,Max Bor,1902
ZlK9425499,Casey Affleck,0
ZlK9425500,fn bn,1960
ZlK9425501,Brian Aherne,1902
ZlK9425502,Fran{\c}coise Sorya Dreyfus,1932
ZlK9425503,Muriel Aked,1887
ZlK9425504,Serap Aksoy,0
ZlK9425505,Han Albers,1892
ZlK9425506,Edward Albert,1951
ZlK9425507,Jack Albertson,1907
ZlK9425508,Hardy Albrecht,1903
ZlK9425509,Alan Alda,1936
ZlK9425510,John Alderton,1940
ZlK9425511,Jane Quigley,1939
ZlK9425512,Katherine Alexander,1901
ZlK9425513,Terence Alexander,1923
ZlK9425514,Dorothy Alison,1925
ZlK9425515,William Alland,1916
ZlK9425516,Elizabeth Gillease,1934
ZlK9425517,Gracie Allen,1902
ZlK9425518,Nancy Allen,1954
ZlK9425519,Steve Allen,1921
ZlK9425520,Kirstie Alley,0
ZlK9425521,Claud Palmer,1891
ZlK9425522,Ella Geisman,1917
ZlK9425523,Kirk Alyn,1910
ZlK9425524,Leon Wycoff,1903
ZlK9425525,Suzy Amis,1962
ZlK9425526,Glenn Anders,1889
ZlK9425527,Merry Anders,1932
ZlK9425528,Max Aronson,1882
ZlK9425529,Herbert Anderson,1917
ZlK9425530,John Anderson,1922
ZlK9425531,Lindsay Anderson,1923
ZlK9425532,Mary Anderson,1920
ZlK9425533,Richard Anderson,1926
ZlK9425534,Warner Anderson,1911
ZlK9425535,Harriet Andersson,1932
ZlK9425536,Anthony Andrews,1948
ZlK9425537,\'Eamonn Andrews,0
ZlK9425538,Harry Andrews,1911
ZlK9425539,Stanley Andrews,1892
ZlK9425540,Anna Maria Pierangeli,1932
ZlK9425541,M.A. Findlay,1909
ZlK9425542,Stephen Morris,1896
ZlK9425543,Ann-Margret Olsson,1941
ZlK9425544,Susan Anspach,1939
ZlK9425545,Burnu Davenbort,1920
ZlK9425546,Anne Archer,0
ZlK9425547,Eunice Quedens,1912
ZlK9425548,Cornelius van Mattemore,1898
ZlK9425549,George Augustus Andrews,1868
ZlK9425550,Henry Armetta,1888
ZlK9425551,Louis `Satchmo' Armstrong,1900
ZlK9425552,Donald Robert Smith,1890
ZlK9425553,Yvonne Arnaud,1892
ZlK9425554,Desiderio Arnaz y de Acha,1915
ZlK9425555,Peter Arne Albrecht,1920
ZlK9425556,Guenther Schneider,1890
ZlK9425557,Antonin Artaud,1895
ZlK9425558,G.K.A. Brest,1899
ZlK9425559,Linda Arvidson-Griffith,1884
ZlK9425560,Jane Asher,1946
ZlK9425561,E.A. Cooper,1904
ZlK9425562,Luke Askew,0
ZlK9425563,Edward Asner,1929
ZlK9425564,Nils Asther,1897
ZlK9425565,Patty Duke Astin,1946
ZlK9425566,Lucille Langehanke,1906
ZlK9425567,Christopher Atkins,1961
ZlK9425568,Yasuo Tadoroko,1928
ZlK9425569,Malcolm Atterbury,1907
ZlK9425570,Lionel Atwill,1885
ZlK9425571,Leonore Aubert,1913
ZlK9425572,Vladimir Vujovic,1922
ZlK9425573,St\'ephane Audran,1932
ZlK9425574,Claudine Auger,1942
ZlK9425575,Jean-Pierre Salomons,1909
ZlK9425576,Gene Autry,1907
ZlK9425577,Doe Avedon,1928
ZlK9425578,Felix Edward Aylmer Jones,1889
ZlK9425579,Lewis Ayer,1908
ZlK9425580,Randle Ayrton,1869
ZlK9425581,Betty Jean Perske,1924
ZlK9425582,Pamela Bach,1962
ZlK9425583,Jim Backus,1913
ZlK9425584,Alan Badel,1923
ZlK9425585,Max Baer,1909
ZlK9425586,Barbara Bain,1932
ZlK9425587,Scott Baio,1961
ZlK9425588,Diane Baker,1936
ZlK9425589,Joe Don Baker,1943
ZlK9425590,Kenny Baker,1912
ZlK9425591,Tom Baker,1935
ZlK9425592,Jill Balcon,1925
ZlK9425593,Daniel Baldwin,0
ZlK9425594,William (Billy) Baldwin,1963
ZlK9425595,Mireille Balin,1909
ZlK9425596,Vincent Ball,0
ZlK9425597,Martin Balsam,1919
ZlK9425598,George Bancroft,1882
ZlK9425599,Leslie Banks,1890
ZlK9425600,Ian Bannen,1928
ZlK9425601,Theodosia Goodman,1890
ZlK9425602,Adrienne Barbeau,1949
ZlK9425603,Camille Javal,1933
ZlK9425604,Marjorie Fisher,1915
ZlK9425605,Erik Barker,1912
ZlK9425606,Alexander Barker,0
ZlK9425607,Gitelle Barnes,1905
ZlK9425608,Jean-Louis Barrault,1910
ZlK9425609,Edith Williams,1907
ZlK9425610,Barbara Barrie,0
ZlK9425611,Wendy Jenkins,1912
ZlK9425612,Eugene Klass,1921
ZlK9425613,Diane Blanche Barrymore Blythe,1921
ZlK9425614,Edith Mae Blythe,1879
ZlK9425615,John Drew Blythe Barrymore,1932
ZlK9425616,Herbert Blythe,0
ZlK9425617,Richard Barthelmess,1895
ZlK9425618,Eva Sj\"oke,1926
ZlK9425619,Richard Basehart,1915
ZlK9425620,William Basie,0
ZlK9425621,Alfie Bass,0
ZlK9425622,Albert Basserman,1867
ZlK9425623,Alexandra Bastedo,1946
ZlK9425624,Florence Rabe,1888
ZlK9425625,Michael Bates,1920
ZlK9425626,Barbara Baxley,0
ZlK9425627,Ann Baxter,1923
ZlK9425628,Warner Baxter,1889
ZlK9425629,Nathalie Baye,0
ZlK9425630,Stephanie Beacham,1949
ZlK9425631,Emanuelle B\'eart,1965
ZlK9425632,Robert Beatty,1909
ZlK9425633,Louise Beavers,1902
ZlK9425634,Jennifer Beck,1974
ZlK9425635,Michael Beck,1948
ZlK9425636,Reginald Beckwith,1908
ZlK9425637,Bonnie Bedelia,1946
ZlK9425638,Alfonso Bedoya,1904
ZlK9425639,Noah Beery~jr.,1913
ZlK9425640,Ed Begley,1901
ZlK9425641,Harry Belafonte,1927
ZlK9425642,Ann Bell,0
ZlK9425643,Marie-Jeanne Bellon-Downey,1900
ZlK9425644,Tom Bell,1933
ZlK9425645,Ralph Bellamy,1904
ZlK9425646,Kathleen Beller,1955
ZlK9425647,Lionel Belmore,1867
ZlK9425648,Robert Benchley,1889
ZlK9425649,Billy Benedict,1906
ZlK9425650,Riccardo Benedetto,1916
ZlK9425651,Richard Benjamin,1938
ZlK9425652,Barbara Bennett,1902
ZlK9425653,Herman Brix,1909
ZlK9425654,Hywel Bennett,1944
ZlK9425655,Joan Bennett,1910
ZlK9425656,Marjorie Bennett,1894
ZlK9425657,Anette Benning,1958
ZlK9425658,Martin Benson,1918
ZlK9425659,Michael Bentine,1922
ZlK9425660,Marisa Berenson,1946
ZlK9425661,Nellie Burgin,1929
ZlK9425662,Senta Berger,1941
ZlK9425663,Herbert Berghof,1909
ZlK9425664,Elisabeth Ettel,1898
ZlK9425665,Israel Baline,1888
ZlK9425666,Shelley Berman,1926
ZlK9425667,Herschel Bernardi,1923
ZlK9425668,Halle Berry,0
ZlK9425669,Ken Berry,1933
ZlK9425670,Joe Besser,1916
ZlK9425671,Edna Best,1900
ZlK9425672,Turhan Bey,0
ZlK9425673,Daniela Bianchi,1942
ZlK9425674,Theodore Bikel,1924
ZlK9425675,Herman Bing,1889
ZlK9425676,Julliette Binoche,1964
ZlK9425677,Norman Bird,1920
ZlK9425678,Jacqueline Brown,1914
ZlK9425679,Jacqueline Bisset,1944
ZlK9425680,Gunnar Gunnar Bj\"ornstrand,0
ZlK9425681,Honor Blackman,1926
ZlK9425682,Sidney Blackmer,1895
ZlK9425683,Gerard Blain,1930
ZlK9425684,Elizabeth Boger,1923
ZlK9425685,Linda Blair,1959
ZlK9425686,Blossom McDonald,1896
ZlK9425687,Whitney Blake,0
ZlK9425688,Susan Blakely,1950
ZlK9425689,Michel Blanc,0
ZlK9425690,Mary Blanchard,1927
ZlK9425691,Elizabeth Jung,1910
ZlK9425692,Bernard Blier,1916
ZlK9425693,Joan Blondell,1909
ZlK9425694,Verna Bloom,0
ZlK9425695,Monte Blue,1890
ZlK9425696,Elizabeth Blythe Slaughter,1893
ZlK9425697,Eleanor Boardman,1898
ZlK9425698,Karlheinz Boehm,1928
ZlK9425699,Humphrey DeForest Bogart,1899
ZlK9425700,Curt Bois,1900
ZlK9425701,Ray Bolger,1904
ZlK9425702,Joseph Bologna,1938
ZlK9425703,Derek Bond,1919
ZlK9425704,Ward Bond,1903
ZlK9425705,Beulah Bondy,1889
ZlK9425706,Salvatore Bono,1940
ZlK9425707,Richard Boone,1917
ZlK9425708,David Geeves-Booth,1930
ZlK9425709,Powers Boothe,0
ZlK9425710,Victor Borge,0
ZlK9425711,Tom Bosley,1927
ZlK9425712,Joseph Bottoms,1954
ZlK9425713,Timothy Bottoms,1949
ZlK9425714,Michel Bouquet,1926
ZlK9425715,Clara Bow,1905
ZlK9425716,David Robert Jones,1947
ZlK9425717,Lee Bowman,1910
ZlK9425718,William Millar,1928
ZlK9425719,William `Stage' Boyd,0
ZlK9425720,Lara Flynn Boyle,1970
ZlK9425721,Reizel Bozyk,1914
ZlK9425722,Eddie Bracken,1920
ZlK9425723,Pat Brady,0
ZlK9425724,Sonia Braga,0
ZlK9425725,Wilfrid Brambell,1912
ZlK9425726,Miriam Brickman,0
ZlK9425727,Neville Brand,1921
ZlK9425728,Marlon Brando,1924
ZlK9425729,Michael Brandon,0
ZlK9425730,Claude Brasseur,1936
ZlK9425731,Rossano Brazzi,1916
ZlK9425732,Eileen Brennan,1935
ZlK9425733,Eve Brent,1930
ZlK9425734,George Brent Nolan,1904
ZlK9425735,fn bn,0
ZlK9425736,Jeremy Huggins,1935
ZlK9425737,David Brian,1914
ZlK9425738,Fanny Borach,1891
ZlK9425739,Beau Bridges,1941
ZlK9425740,Lloyd Bridges,1913
ZlK9425741,Carl Pedersen,1895
ZlK9425742,Susanne Cupito,1953
ZlK9425743,Pamela Britton,1923
ZlK9425744,Herman Brix,1909
ZlK9425745,James Broderick,1927
ZlK9425746,John Stevens,1919
ZlK9425747,James Brolin,1940
ZlK9425748,John Bromfield,1922
ZlK9425749,Charles Buchinski,1922
ZlK9425750,Faith Brook,1922
ZlK9425751,Albert Lawrence Einstein,1947
ZlK9425752,James L. Brooks,0
ZlK9425753,Phyllis Weiler,1914
ZlK9425754,Ray Brooks,1939
ZlK9425755,Mary Brough,1863
ZlK9425756,Bryan Brown,1947
ZlK9425757,George Brown,1943
ZlK9425758,James Brown,1920
ZlK9425759,Joe E. Brown,1892
ZlK9425760,Tom Brown,1913
ZlK9425761,Wally Brown,1989
ZlK9425762,Roscoe Lee Browne,1925
ZlK9425763,Bruce Nigel,1895
ZlK9425764,Dora Broadbent,1923
ZlK9425765,Michael Bryant,1928
ZlK9425766,Youl Bryner,1915
ZlK9425767,Jack Buchanan,1891
ZlK9425768,Genevieve Bujold,1942
ZlK9425769,Sandra Bullock,1967
ZlK9425770,Victor Buono,1938
ZlK9425771,Mary William Ethelbert Appleton Burke,1885
ZlK9425772,Paul Burke,1926
ZlK9425773,gn Burnette,0
ZlK9425774,Catherine Burns,1945
ZlK9425775,Mark Burns,1936
ZlK9425776,Edna Gilhooley,1932
ZlK9425777,LeVar Burton,0
ZlK9425778,Robert Burton,1894
ZlK9425779,Mae Busch,1879
ZlK9425780,Billy Bush,0
ZlK9425781,Francis X. Bushman,1883
ZlK9425782,Yancy Butler,0
ZlK9425783,Aaron Chwatt,1918
ZlK9425784,Spring Byington,1893
ZlK9425785,Eddie Byrne,1911
ZlK9425786,Walter Butler,1899
ZlK9425787,Etienne Pelissier deBujac,1904
ZlK9425788,Jean Cadell,1884
ZlK9425789,Nicolas Coppola,1964
ZlK9425790,James Cagney,1899
ZlK9425791,Howard Cohen,1926
ZlK9425792,Anna Calder-Marshall,1949
ZlK9425793,Frances Timothy Durgin,1922
ZlK9425794,Maria Kalogeropolos,1923
ZlK9425795,Cabell Calloway,1907
ZlK9425796,Phyllis Bickle,1915
ZlK9425797,Wimberly Calvin Goodman jr.,1918
ZlK9425798,Nathan Cox,1910
ZlK9425799,Beatrice Campbell,1923
ZlK9425800,Colin Campbell,1883
ZlK9425801,Eric Campbell,1878
ZlK9425802,William Campbell,1926
ZlK9425803,John Candy,1951
ZlK9425804,J.D. Cannon,1922
ZlK9425805,Mario Moreno,1911
ZlK9425806,Truman Capote,1925
ZlK9425807,Claudia Cardinale,1939
ZlK9425808,Harry Carey jr.,0
ZlK9425809,Leonard Carey,1893
ZlK9425810,Philip Carey,1925
ZlK9425811,Patrick Cargill,1918
ZlK9425812,Richard Carlson,0
ZlK9425813,Ian Carmichael,1920
ZlK9425814,Judy Carne,1939
ZlK9425815,George Carney,1887
ZlK9425816,Maryse Mourer,1922
ZlK9425817,Leslie Caron,1931
ZlK9425818,Darleen Carr,0
ZlK9425819,John Arthur Carradine,1940
ZlK9425820,Keith Carradine,1945
ZlK9425821,Barbara Carrera,1945
ZlK9425822,Julian LaFaye,1906
ZlK9425823,Marie Madelaine Bernadette O'Carrol,1906
ZlK9425824,Regina Carrol,0
ZlK9425825,Jack Carson,1910
ZlK9425826,Ann Carter,1936
ZlK9425827,Helen Rickerts,1923
ZlK9425828,John Chakrin,1922
ZlK9425829,Anthony Caruso,1913
ZlK9425830,Maria Casar\`es Quiroga,1922
ZlK9425831,Johnny Cash,1932
ZlK9425832,John Cassavetes,1929
ZlK9425833,Jean-Pierre Crochon,1932
ZlK9425834,Jack Cassidy,0
ZlK9425835,Ted Cassidy,1932
ZlK9425836,William Schloss,1914
ZlK9425837,Walter Catlett,1889
ZlK9425838,Paul Cavanagh,1895
ZlK9425839,Joseph Cawthorn,1868
ZlK9425840,Adolfo Celi,1922
ZlK9425841,George Chakiris,1933
ZlK9425842,Lolita Chammah,1983
ZlK9425843,Jack Chan,0
ZlK9425844,George Chandler,1902
ZlK9425845,Ira Grossel,1918
ZlK9425846,John Davis Chandler,1937
ZlK9425847,Creighton Chaney,1906
ZlK9425848,Susan Channing,1944
ZlK9425849,Esme Chaplin,0
ZlK9425850,Oona Chaplin,1926
ZlK9425851,Edward Chapman,1901
ZlK9425852,Lonny Chapman,0
ZlK9425853,Tula Ellice Finklea,1921
ZlK9425854,Ian Charleson,0
ZlK9425855,Charles Parrott,1893
ZlK9425856,Soumitra Chatterjee,0
ZlK9425857,Ernest Evans,1941
ZlK9425858,Cherilyn Sarkisian,1946
ZlK9425859,Virginia Cherrill,1908
ZlK9425860,none Reri,0
ZlK9425861,Walter Annichiarico,1924
ZlK9425862,Eric Chitty,0
ZlK9425863,Audrey Christie,1912
ZlK9425864,Dennis Christopher,1955
ZlK9425865,Berton Churchill,1876
ZlK9425866,Eduardo Cianelli,1887
ZlK9425867,Michael Cimino,1940
ZlK9425868,Mary Clare,1894
ZlK9425869,Candy Clark,1949
ZlK9425870,Bernard Zanville,1913
ZlK9425871,Fred Clark,1914
ZlK9425872,Marguerite Clark,1883
ZlK9425873,Susan Clark,1940
ZlK9425874,D.A. Clarke-Smith,1888
ZlK9425875,Ethel Clayton,1884
ZlK9425876,Pierre Clementi,1941
ZlK9425877,Montgomery Clift,1920
ZlK9425878,E.E. Clive,1879
ZlK9425879,Rosemary Clooney,1928
ZlK9425880,Suzanne Cloutier,1927
ZlK9425881,Alec Clunes,1912
ZlK9425882,Leo Jacoby,1911
ZlK9425883,James Coburn,1928
ZlK9425884,James Coco,1928
ZlK9425885,Cote Louis,1884
ZlK9425886,Tristam Coffin,0
ZlK9425887,Lily Claudette Chauchoin,1905
ZlK9425888,Nathaniel Coles,1919
ZlK9425889,Dabney Coleman,0
ZlK9425890,Nancy Coleman,1917
ZlK9425891,Bonar Sullivan,1924
ZlK9425892,John Collier,1931
ZlK9425893,Patience Collier,0
ZlK9425894,William Senior,1866
ZlK9425895,Cora Sue Collins,1927
ZlK9425896,Joan Collins,1933
ZlK9425897,Ray Collins,1890
ZlK9425898,Russell Collins,1897
ZlK9425899,Richard Colman,1891
ZlK9425900,Jerry Colonna,1903
ZlK9425901,Kay or Linda Winters,1913
ZlK9425902,Fay Compton,0
ZlK9425903,Jeff Conaway,1950
ZlK9425904,Jimmy Conlin,1884
ZlK9425905,Neil Connery,1938
ZlK9425906,Walter Connolly,1887
ZlK9425907,Kevin Connors,1937
ZlK9425908,Krekor Ohanian,1925
ZlK9425909,Conrad Robert Falk,1935
ZlK9425910,Hans Conried,1917
ZlK9425911,Richard Conte,1914
ZlK9425912,Frank Converse,1938
ZlK9425913,Gareth Carmody,1938
ZlK9425914,Tim Conway,1933
ZlK9425915,Clyde Cook,1891
ZlK9425916,Fielder Cook,1923
ZlK9425917,Ron Cook,0
ZlK9425918,Dame Gladys Cooper,1888
ZlK9425919,Melville Cooper,1896
ZlK9425920,Robert Coote,1909
ZlK9425921,Sofia Coppola,0
ZlK9425922,Harry Corbett,1925
ZlK9425923,Kevin Corcoran,1949
ZlK9425924,Lola Cordova,0
ZlK9425925,Jeff Corey,1914
ZlK9425926,Roger Corman,1926
ZlK9425927,Douglas Corrigan,1907
ZlK9425928,Bud Cort,1950
ZlK9425929,Ricardo Cortez,1899
ZlK9425930,Cosell Howard,1919
ZlK9425931,Dolores Costello,1905
ZlK9425932,Lou Costello,1906
ZlK9425933,Joseph Cotten,1905
ZlK9425934,gN famN,1969
ZlK9425935,Tom Courtenay,1937
ZlK9425936,Jerome Cowan,1897
ZlK9425937,Ronny Cox,1938
ZlK9425938,Clarence Linden Crabbe,1907
ZlK9425939,Michael Gregson,1928
ZlK9425940,Jeanne Crain,1925
ZlK9425941,Frank Craven,1875
ZlK9425942,Andrew Crawford,1917
ZlK9425943,Lucille leSueur,1906
ZlK9425944,Michael Crawford,1942
ZlK9425945,Richard Crenna,1926
ZlK9425946,Bernard Cribbins,1928
ZlK9425947,Donald Crisp,1880
ZlK9425948,Barry Crocker,0
ZlK9425949,Hume Blake,1911
ZlK9425950,Harry Crosby,0
ZlK9425951,Ben Cross,1948
ZlK9425952,Scatman Crothers,0
ZlK9425953,Andrew Cruickshank,1907
ZlK9425954,Rosalie Crutchley,1921
ZlK9425955,Billy Crystal,1948
ZlK9425956,Macaulay Culkin,1980
ZlK9425957,Robert Culp,1930
ZlK9425958,Ruth Cumming Cors.,0
ZlK9425959,Robert Cummings,1908
ZlK9425960,Alain Cuny,1908
ZlK9425961,Tim Curry,1946
ZlK9425962,Jamie Lee Curtis,1958
ZlK9425963,Ken Curtis,1916
ZlK9425964,George Curzon,1896
ZlK9425965,Peter Cushing,1913
ZlK9425966,Zbigniew Cybulski,1927
ZlK9425967,Olivia D'Abo,1970
ZlK9425968,Marta Maria Lilets,0
ZlK9425969,Eva Dahlbeck,1920
ZlK9425970,Amy Dalby,1888
ZlK9425971,James Smith,1935
ZlK9425972,John Dall,1918
ZlK9425973,Timothy Dalton,1944
ZlK9425974,James Daly,1918
ZlK9425975,Mark Doman,0
ZlK9425976,Claude Cowan,1879
ZlK9425977,Leora Dana,1923
ZlK9425978,Dorothy Dandridge,1923
ZlK9425979,Beverly D'Angelo,1854
ZlK9425980,Virginia Daniels,1901
ZlK9425981,Blythe Danner,1945
ZlK9425982,Ted Danson,1952
ZlK9425983,Helmut Dantine,1917
ZlK9425984,Deborah Zenby,1947
ZlK9425985,Alexander Sarruf,1908
ZlK9425986,Monetta Eloisa Darnell,1921
ZlK9425987,Danielle Darrieux,1917
ZlK9425988,Harold Siverblatt,1909
ZlK9425989,Claude Dauphin,1903
ZlK9425990,Nigel Davenport,1928
ZlK9425991,John Davidson,1886
ZlK9425992,John Howard Davies,1939
ZlK9425993,Marion Douras,1897
ZlK9425994,Ruth Elizabeth Davis,1908
ZlK9425995,Jim Davis,1915
ZlK9425996,Judy Davis,1956
ZlK9425997,Ossie Davis,1917
ZlK9425998,Bruce Davison,1948
ZlK9425999,Dennis Day,0
ZlK9426000,Frances Day,1908
ZlK9426001,Laraine Johnson,1917
ZlK9426002,Richard Deacon,1923
ZlK9426003,James Dean,1931
ZlK9426004,Yvonne DeBray,1889
ZlK9426005,Rosemary Camp,1913
ZlK9426006,Jeanne Casalis,1896
ZlK9426007,Arturo Garcia,1908
ZlK9426008,Jean Dee,1908
ZlK9426009,Alexandra Zuck,1942
ZlK9426010,Luca Passarelli,0
ZlK9426011,Don Defore,1917
ZlK9426012,Pia Degermark,1949
ZlK9426013,Gloria de Haven,1924
ZlK9426014,John Forkum,1915
ZlK9426015,Marguerite De La Motte,1903
ZlK9426016,Cyril Delevanti,1887
ZlK9426017,Gabrielle Girard,1926
ZlK9426018,Julie Delpy,1969
ZlK9426019,Dom De Luise,1933
ZlK9426020,Derrick de Marney,1906
ZlK9426021,Maria deMadeiros,0
ZlK9426022,Katherine Lester,1911
ZlK9426023,Carol Dempster,1901
ZlK9426024,Catherine Dorleac,1943
ZlK9426025,Robert de Niro,1943
ZlK9426026,Brian Dennehy,1940
ZlK9426027,Louis A. Denninger,1914
ZlK9426028,Reginald Leigh Daymore,1891
ZlK9426029,G\'erard Depardieu,1948
ZlK9426030,Lya de Putti,1901
ZlK9426031,Mary Cathleen Collins,1957
ZlK9426032,Joe de Rita,0
ZlK9426033,Laura Dern,1967
ZlK9426034,Jean Desailly,1920
ZlK9426035,Ivan Desny,1922
ZlK9426036,gn bn,0
ZlK9426037,Andy Devine,1905
ZlK9426038,William Devlin,0
ZlK9426039,Brandon deWilde,1942
ZlK9426040,Francis DeWolff,1913
ZlK9426041,Cliff DeYoung,1945
ZlK9426042,Selma Diamond,0
ZlK9426043,Angeline Brown,1931
ZlK9426044,Wilhelm Dieterle,1893
ZlK9426045,Anton Diffring,1918
ZlK9426046,Basil Dignam,1905
ZlK9426047,Phyllis Diller,1917
ZlK9426048,Matt Dillon,1964
ZlK9426049,Charles Dingle,1887
ZlK9426050,Dante DiPaolo,0
ZlK9426051,Richard Dix,1894
ZlK9426052,Tamara Dobson,1947
ZlK9426053,fn bn,1953
ZlK9426054,Placido Domingo,1940
ZlK9426055,James Donald,1917
ZlK9426056,Robert Donat,1905
ZlK9426057,Yolande Donlan,1920
ZlK9426058,Jeff Donnell,1921
ZlK9426059,Ruth Donnelly,1896
ZlK9426060,King Donovan,1919
ZlK9426061,Paul Dooley,1928
ZlK9426062,Ann Doran,1914
ZlK9426063,Francoise Dorleac,1941
ZlK9426064,Frits vanDongen,1905
ZlK9426065,Diana Fluck,1931
ZlK9426066,G Moppert,1880
ZlK9426067,Catherine Green,1875
ZlK9426068,Donna Douglas,1933
ZlK9426069,Melvyn Hesselberg,1901
ZlK9426070,Paul Douglas,1907
ZlK9426071,Brad Dourif,1950
ZlK9426072,Peggy Varnadow,1928
ZlK9426073,Doris Dowling,1921
ZlK9426074,Lesley-Anne Down,1954
ZlK9426075,Johnny Downs,1913
ZlK9426076,Charles Ruppert,1914
ZlK9426077,Frances Drake,1908
ZlK9426078,Alfred Varick,1881
ZlK9426079,Lois Obee,1909
